as_of,ticker,sector,weight,ann_return_sample,vol_sample
2021-04-30,AEP,UTILITIES,0.04234351439793505,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2021-04-30,WEC,UTILITIES,0.0998749265488382,"Ticker
WEC    0.066018
dtype: float64","Ticker
WEC    0.197577
dtype: float64"
2021-05-31,FTNT,TECH,0.10454196189272995,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-05-31,BIIB,PHARMA,0.008937821986312775,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-05-31,SM,ENERGY,0.0668874715988188,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-05-31,AR,ENERGY,0.014945549784478578,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-05-31,AXON,DEFENSE,0.035584155433368486,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-05-31,YETI,CONSUMER_DISCRETIONARY,0.014824793870759481,"Ticker
YETI   -0.074105
dtype: float64","Ticker
YETI    0.50059
dtype: float64"
2021-05-31,CROX,CONSUMER_DISCRETIONARY,0.06045905736211751,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-05-31,TPR,CONSUMER_DISCRETIONARY,0.14255820427406363,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-05-31,SJM,CONSUMER_STAPLES,0.13556916818260592,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-05-31,KHC,CONSUMER_STAPLES,0.19973784325372468,"Ticker
KHC   -0.007182
dtype: float64","Ticker
KHC    0.222246
dtype: float64"
2021-05-31,IVZ,FINANCIALS,0.09139603900931041,"Ticker
IVZ    0.198614
dtype: float64","Ticker
IVZ    0.382373
dtype: float64"
2021-05-31,DUK,UTILITIES,0.08653238306409858,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2021-05-31,AEP,UTILITIES,0.03802555028738786,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2021-06-30,KEYS,TECH,0.02855089467052931,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-06-30,FTNT,TECH,0.16718021689700457,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-06-30,BIIB,PHARMA,0.047525505632861786,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-06-30,SM,ENERGY,0.12777869490490382,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-06-30,AXON,DEFENSE,0.04962528433086737,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-06-30,YETI,CONSUMER_DISCRETIONARY,0.022116995344819396,"Ticker
YETI   -0.074105
dtype: float64","Ticker
YETI    0.50059
dtype: float64"
2021-06-30,CROX,CONSUMER_DISCRETIONARY,0.06505195700355702,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-06-30,TPR,CONSUMER_DISCRETIONARY,0.06643051799132849,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-06-30,SJM,CONSUMER_STAPLES,0.17340653666015354,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-06-30,KHC,CONSUMER_STAPLES,0.1423738128173922,"Ticker
KHC   -0.007182
dtype: float64","Ticker
KHC    0.222246
dtype: float64"
2021-06-30,PNC,FINANCIALS,0.07319145517152158,"Ticker
PNC    0.158364
dtype: float64","Ticker
PNC    0.287035
dtype: float64"
2021-06-30,DUK,UTILITIES,0.036768128574954255,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2021-07-31,KEYS,TECH,0.018243656782131655,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-07-31,FTNT,TECH,0.3485509805858559,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-07-31,BIIB,PHARMA,0.035757893688366536,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-07-31,SM,ENERGY,0.061782424182475246,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-07-31,AR,ENERGY,0.023635233987051998,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-07-31,CROX,CONSUMER_DISCRETIONARY,0.05634611802314075,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-07-31,DKS,CONSUMER_DISCRETIONARY,0.015507611554717268,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-07-31,SJM,CONSUMER_STAPLES,0.16119040019562386,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-07-31,KHC,CONSUMER_STAPLES,0.010461907071238355,"Ticker
KHC   -0.007182
dtype: float64","Ticker
KHC    0.222246
dtype: float64"
2021-07-31,DUK,UTILITIES,0.20943030258550688,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2021-07-31,NUE,MATERIALS,0.05909347134409285,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2021-08-31,KEYS,TECH,0.04020465211205552,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-08-31,FTNT,TECH,0.24357422130024386,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-08-31,REGN,PHARMA,0.06761885070231782,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2021-08-31,BIIB,PHARMA,0.03111053539295147,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-08-31,DVN,ENERGY,0.000733620590124242,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-08-31,SM,ENERGY,0.03908927784349406,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-08-31,AR,ENERGY,0.013051289304946319,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-08-31,CROX,CONSUMER_DISCRETIONARY,0.03386762090990287,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-08-31,DKS,CONSUMER_DISCRETIONARY,0.11481003965882343,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-08-31,SJM,CONSUMER_STAPLES,0.02396737380084345,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-08-31,KMB,CONSUMER_STAPLES,0.03136212008744812,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2021-08-31,DUK,UTILITIES,0.28289733897192804,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2021-08-31,NUE,MATERIALS,0.07771305932574676,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2021-09-30,FTNT,TECH,0.3449620523783421,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-09-30,DVN,ENERGY,0.019117369808669047,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-09-30,SM,ENERGY,0.041242546379262654,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-09-30,AR,ENERGY,0.0841001958888499,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-09-30,CROX,CONSUMER_DISCRETIONARY,0.059494927085681326,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-09-30,DKS,CONSUMER_DISCRETIONARY,0.056547392314923804,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-09-30,SJM,CONSUMER_STAPLES,0.04419562522909517,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-09-30,KMB,CONSUMER_STAPLES,0.058255955521003794,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2021-09-30,GIS,CONSUMER_STAPLES,0.037866196988350656,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2021-09-30,DUK,UTILITIES,0.2121823805260935,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2021-09-30,NUE,MATERIALS,0.04203535787978751,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2021-10-31,FTNT,TECH,0.2799029553057165,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-10-31,REGN,PHARMA,0.08568261437880836,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2021-10-31,DVN,ENERGY,0.04101529516990298,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-10-31,SM,ENERGY,0.05227971215496319,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-10-31,AR,ENERGY,0.015453774342722406,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-10-31,DOV,INDUSTRIALS,0.05396042629789489,"Ticker
DOV    0.110753
dtype: float64","Ticker
DOV    0.24277
dtype: float64"
2021-10-31,CROX,CONSUMER_DISCRETIONARY,0.04913986878640178,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-10-31,DKS,CONSUMER_DISCRETIONARY,0.014435680232052498,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-10-31,GIS,CONSUMER_STAPLES,0.019774861942043195,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2021-10-31,DUK,UTILITIES,0.1894777260188471,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2021-10-31,EXC,UTILITIES,0.14102889092858306,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2021-10-31,NUE,MATERIALS,0.057848194442011586,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2021-11-30,FTNT,TECH,0.29231707120618544,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-11-30,REGN,PHARMA,0.184274647715816,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2021-11-30,DVN,ENERGY,0.13151735368897785,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-11-30,AR,ENERGY,0.020739208025992096,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-11-30,ROK,INDUSTRIALS,0.004172470210580918,"Ticker
ROK    0.097973
dtype: float64","Ticker
ROK    0.311489
dtype: float64"
2021-11-30,CROX,CONSUMER_DISCRETIONARY,0.12365640175830905,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-11-30,DKS,CONSUMER_DISCRETIONARY,0.010721269116797476,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-11-30,NEE,UTILITIES,0.039050977192533934,"Ticker
NEE    0.038251
dtype: float64","Ticker
NEE    0.272817
dtype: float64"
2021-11-30,EXC,UTILITIES,0.19355060108469424,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2021-12-31,FTNT,TECH,0.17476212490218335,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-12-31,ON,TECH,0.024994925452599678,"Ticker
ON    0.184767
dtype: float64","Ticker
ON    0.518835
dtype: float64"
2021-12-31,HRMY,PHARMA,0.03214831518158883,"Ticker
HRMY   -0.000762
dtype: float64","Ticker
HRMY    0.536614
dtype: float64"
2021-12-31,REGN,PHARMA,0.06587634792027788,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2021-12-31,DVN,ENERGY,0.1230632975728967,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-12-31,AR,ENERGY,0.02309892487758279,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-12-31,CROX,CONSUMER_DISCRETIONARY,0.016335740174421524,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-12-31,DKS,CONSUMER_DISCRETIONARY,0.0031210766524626963,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-12-31,HRL,CONSUMER_STAPLES,0.0463597689973541,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2021-12-31,CHD,CONSUMER_STAPLES,0.311417394189515,"Ticker
CHD    0.004708
dtype: float64","Ticker
CHD    0.200844
dtype: float64"
2021-12-31,NEE,UTILITIES,0.008916466962402806,"Ticker
NEE    0.038251
dtype: float64","Ticker
NEE    0.272817
dtype: float64"
2021-12-31,EXC,UTILITIES,0.15955260512182656,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2021-12-31,NUE,MATERIALS,0.010353011994776853,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2022-01-31,FTNT,TECH,0.0551283695340255,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2022-01-31,ON,TECH,0.04949575692115798,"Ticker
ON    0.184767
dtype: float64","Ticker
ON    0.518835
dtype: float64"
2022-01-31,REGN,PHARMA,0.033975945795786236,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2022-01-31,VRTX,PHARMA,0.026440363405969464,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2022-01-31,DVN,ENERGY,0.16376673701120234,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2022-01-31,DKS,CONSUMER_DISCRETIONARY,0.05673546518772015,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2022-01-31,MKC,CONSUMER_STAPLES,0.040476336658930745,"Ticker
MKC   -0.053936
dtype: float64","Ticker
MKC    0.227252
dtype: float64"
2022-01-31,CHD,CONSUMER_STAPLES,0.30963911635114205,"Ticker
CHD    0.004708
dtype: float64","Ticker
CHD    0.200844
dtype: float64"
2022-01-31,EXC,UTILITIES,0.2643419091339659,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2022-02-28,FTNT,TECH,0.014828391077629774,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2022-02-28,ON,TECH,0.0773899176026602,"Ticker
ON    0.184767
dtype: float64","Ticker
ON    0.518835
dtype: float64"
2022-02-28,VRTX,PHARMA,0.053584426602107646,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2022-02-28,DVN,ENERGY,0.1283776108853248,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2022-02-28,CHD,CONSUMER_STAPLES,0.170950266488984,"Ticker
CHD    0.004708
dtype: float64","Ticker
CHD    0.200844
dtype: float64"
2022-02-28,EXC,UTILITIES,0.46675412890319407,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2022-02-28,CF,MATERIALS,0.08103710704030719,"Ticker
CF    0.229464
dtype: float64","Ticker
CF    0.374421
dtype: float64"
2022-02-28,NEM,MATERIALS,0.007078151399762478,"Ticker
NEM    0.03605
dtype: float64","Ticker
NEM    0.345062
dtype: float64"
2022-03-31,ON,TECH,0.06654124523122629,"Ticker
ON    0.184767
dtype: float64","Ticker
ON    0.518835
dtype: float64"
2022-03-31,HRMY,PHARMA,0.03462943096523365,"Ticker
HRMY   -0.000762
dtype: float64","Ticker
HRMY    0.536614
dtype: float64"
2022-03-31,VRTX,PHARMA,0.07936908459134069,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2022-03-31,DVN,ENERGY,0.04310614935196688,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2022-03-31,EXC,UTILITIES,0.42413726864401835,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2022-03-31,ED,UTILITIES,0.09082776618229313,"Ticker
ED    0.104254
dtype: float64","Ticker
ED    0.192212
dtype: float64"
2022-03-31,CF,MATERIALS,0.1545688577096312,"Ticker
CF    0.229464
dtype: float64","Ticker
CF    0.374421
dtype: float64"
2022-03-31,NEM,MATERIALS,0.10682019732414057,"Ticker
NEM    0.03605
dtype: float64","Ticker
NEM    0.345062
dtype: float64"
2022-04-30,HRMY,PHARMA,0.006315169325352187,"Ticker
HRMY   -0.000762
dtype: float64","Ticker
HRMY    0.536614
dtype: float64"
2022-04-30,VRTX,PHARMA,0.21825388948930283,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2022-04-30,APA,ENERGY,0.01714771135572641,"Ticker
APA    0.086473
dtype: float64","Ticker
APA    0.526142
dtype: float64"
2022-04-30,DVN,ENERGY,0.023643929158959374,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2022-04-30,EQT,ENERGY,0.013499203190432437,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2022-04-30,AR,ENERGY,0.1169313204935852,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2022-04-30,HRL,CONSUMER_STAPLES,0.073489199629219,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2022-04-30,KMB,CONSUMER_STAPLES,0.07618858528249113,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2022-04-30,EXC,UTILITIES,0.2712522976224747,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2022-04-30,CF,MATERIALS,0.15982933131729796,"Ticker
CF    0.229464
dtype: float64","Ticker
CF    0.374421
dtype: float64"
2022-04-30,NEM,MATERIALS,0.023449363135410135,"Ticker
NEM    0.03605
dtype: float64","Ticker
NEM    0.345062
dtype: float64"
2022-05-31,AMGN,PHARMA,0.06524933441301617,"Ticker
AMGN    0.072347
dtype: float64","Ticker
AMGN    0.234188
dtype: float64"
2022-05-31,VRTX,PHARMA,0.09763428550497044,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2022-05-31,OXY,ENERGY,0.0567868277504055,"Ticker
OXY    0.276342
dtype: float64","Ticker
OXY    0.469472
dtype: float64"
2022-05-31,DVN,ENERGY,0.09640348574255181,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2022-05-31,EQT,ENERGY,0.061707494388324076,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2022-05-31,MRCY,DEFENSE,0.02355207778777071,"Ticker
MRCY   -0.030587
dtype: float64","Ticker
MRCY    0.438757
dtype: float64"
2022-05-31,EXC,UTILITIES,0.18020711834945083,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2022-05-31,ED,UTILITIES,0.35737530583485966,"Ticker
ED    0.104254
dtype: float64","Ticker
ED    0.192212
dtype: float64"
2022-05-31,CF,MATERIALS,0.06108407022815788,"Ticker
CF    0.229464
dtype: float64","Ticker
CF    0.374421
dtype: float64"
2022-06-30,AMGN,PHARMA,0.06295121873676145,"Ticker
AMGN    0.072347
dtype: float64","Ticker
AMGN    0.234188
dtype: float64"
2022-06-30,VRTX,PHARMA,0.25842106806049664,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2022-06-30,OXY,ENERGY,0.09831564159698394,"Ticker
OXY    0.276342
dtype: float64","Ticker
OXY    0.469472
dtype: float64"
2022-06-30,EQT,ENERGY,0.030046279001092444,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2022-06-30,MRCY,DEFENSE,0.015180662370430146,"Ticker
MRCY   -0.030587
dtype: float64","Ticker
MRCY    0.438757
dtype: float64"
2022-06-30,CPB,CONSUMER_STAPLES,0.03158145612066078,"Ticker
CPB   -0.060124
dtype: float64","Ticker
CPB    0.229926
dtype: float64"
2022-06-30,GIS,CONSUMER_STAPLES,0.02494242869138573,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
