Price,Close,High,Low,Open,Volume
Ticker,GILD,GILD,GILD,GILD,GILD
Date,,,,,
2020-07-08,61.89491653442383,63.032780514197576,61.33826315798574,62.787195754261994,6293500
2020-07-09,61.158180236816406,62.083204685197195,60.53603663893743,61.485624564409605,5199800
2020-07-10,62.47612380981445,62.90998478317407,61.821235315190414,62.29602916151887,9553800
2020-07-13,62.77083206176758,64.12971745271757,62.17324575581771,62.63985184575867,9626600
2020-07-14,63.18832015991211,63.319294123116414,61.755756916196894,62.38608199542034,6904200
2020-07-15,62.74626541137695,63.27017370578765,62.41063334235911,63.024588960385344,6018800
2020-07-16,62.73809051513672,62.82813785730683,61.91129503042972,62.70534545930388,4862200
2020-07-17,63.45028305053711,63.564887626143786,62.38609056792538,62.64804477580937,6940100
2020-07-20,63.916893005371094,64.62089615223746,63.26200432371078,63.64675095577511,6974400
2020-07-21,62.852691650390625,63.84320611460968,62.70534202994181,63.31929774089845,5636600
2020-07-22,62.41883087158203,63.237438489569996,62.18143391290787,62.926369843107544,4734800
2020-07-23,61.8539924621582,62.86907045190704,61.69846125451213,62.56618337094446,5854400
2020-07-24,60.282264709472656,61.92766777638093,59.856591494573465,61.78031815478495,8149000
2020-07-27,61.019012451171875,61.059939084686995,60.02031016029195,60.486916251631534,7678500
2020-07-28,60.35593795776367,61.42831185945116,60.25770280249856,61.12542481482705,5484400
2020-07-29,59.76654815673828,60.45417560655465,59.37361372435684,60.45417560655465,8345200
2020-07-30,59.209877014160156,59.43089827263515,58.70233815830184,59.38997164835114,9274100
2020-07-31,56.917781829833984,57.981974140737655,56.09098645737743,57.08150708676991,20551100
2020-08-03,58.71873092651367,59.062544649053315,56.98328041746267,57.073327760815566,9671800
2020-08-04,58.02291488647461,59.19352421505843,57.68728895769597,58.95612721885819,9799700
2020-08-05,56.48394012451172,57.96561829444102,56.46757071596601,57.82645646261518,12271400
2020-08-06,56.3283805847168,56.9996384909546,56.1728494052395,56.500287411810426,8318000
2020-08-07,56.77043914794922,57.081514051342054,56.32839026850733,56.778626973165004,8069000
2020-08-10,56.08281707763672,56.68858504636491,55.63258032997848,56.60672552283105,10278000
2020-08-11,55.74717330932617,56.63127096863926,55.599823699440655,56.033684704803555,10236900
2020-08-12,56.352943420410156,56.573970966875684,55.976384678984715,56.230157278462926,9116600
2020-08-13,55.81267547607422,56.63947103499553,55.65713800827718,56.45937633448977,7468100
2020-08-14,56.07461929321289,56.336573469288986,55.66531550275148,55.73898718720404,9169200
2020-08-17,56.606719970703125,56.770439001712894,55.91908630040457,55.927274125599276,6848800
2020-08-18,56.533042907714844,57.097884190736195,56.46755904158836,56.672210956250495,6327500
2020-08-19,53.78252029418945,55.23145933720686,53.618801261811335,54.18364254083311,19680300
2020-08-20,54.069034576416016,54.15908191221803,53.65973077567246,53.897121484081005,8339300
2020-08-21,54.437408447265625,54.74029552459339,53.545129111148704,53.848009942995766,9898000
2020-08-24,54.09359359741211,54.813966062215215,53.65973255352612,54.322802734145796,8566200
2020-08-25,54.069034576416016,54.22456577377192,53.79070474426061,53.95443001184625,7456600
2020-08-26,53.700653076171875,53.92986218682002,53.340470007501864,53.92986218682002,7522600
2020-08-27,53.659732818603516,53.905311361111096,53.47145031508184,53.69247162788672,7919600
2020-08-28,53.42232894897461,53.82344488838182,53.193119840741915,53.38958389844425,6821000
2020-08-31,54.64206314086914,54.75666771748117,53.55331341757383,53.5860584745317,9083900
2020-09-01,53.88894271850586,54.41285111117392,53.13582518473061,54.298246540620326,8348000
