as_of,ticker,sector,weight,ann_return_sample,vol_sample
2022-09-30,EQT,ENERGY,0.1797286018317571,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2022-09-30,AVAV,DEFENSE,0.047640084228453033,"Ticker
AVAV    0.247544
dtype: float64","Ticker
AVAV    0.524691
dtype: float64"
2022-09-30,GIS,CONSUMER_STAPLES,0.2919679419501358,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2022-09-30,ALB,MATERIALS,0.003012438988257746,"Ticker
ALB   -0.01055
dtype: float64","Ticker
ALB    0.527728
dtype: float64"
2022-09-30,CF,MATERIALS,0.05737953483047773,"Ticker
CF    0.228013
dtype: float64","Ticker
CF    0.374392
dtype: float64"
2022-10-31,NTNX,TECH,0.01398086105197001,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2022-10-31,NBIX,PHARMA,0.088218632390445,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2022-10-31,HRMY,PHARMA,0.027662515319608682,"Ticker
HRMY   -0.000762
dtype: float64","Ticker
HRMY    0.536614
dtype: float64"
2022-10-31,AMGN,PHARMA,0.1841188522930545,"Ticker
AMGN    0.072347
dtype: float64","Ticker
AMGN    0.234188
dtype: float64"
2022-10-31,OXY,ENERGY,0.11598501061313109,"Ticker
OXY    0.276342
dtype: float64","Ticker
OXY    0.469472
dtype: float64"
2022-10-31,EQT,ENERGY,0.0980754324286126,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2022-10-31,HII,DEFENSE,0.19420726845838,"Ticker
HII    0.129626
dtype: float64","Ticker
HII    0.298074
dtype: float64"
2022-10-31,AVAV,DEFENSE,0.015231301668023126,"Ticker
AVAV    0.247544
dtype: float64","Ticker
AVAV    0.524691
dtype: float64"
2022-10-31,GIS,CONSUMER_STAPLES,0.2242428618146632,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2022-10-31,ALB,MATERIALS,0.037479476186534924,"Ticker
ALB   -0.01055
dtype: float64","Ticker
ALB    0.527728
dtype: float64"
2022-10-31,CF,MATERIALS,0.0007977877788290612,"Ticker
CF    0.228013
dtype: float64","Ticker
CF    0.374392
dtype: float64"
2022-11-30,NBIX,PHARMA,0.11672487134903338,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2022-11-30,AMGN,PHARMA,0.18089613290829062,"Ticker
AMGN    0.072347
dtype: float64","Ticker
AMGN    0.234188
dtype: float64"
2022-11-30,BIIB,PHARMA,0.0023789957411392885,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2022-11-30,EQT,ENERGY,0.0894732406894035,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2022-11-30,AXON,DEFENSE,0.03708982635594283,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2022-11-30,DECK,CONSUMER_DISCRETIONARY,0.06718379884667311,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2022-11-30,GIS,CONSUMER_STAPLES,0.3000000000114792,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2022-11-30,APD,MATERIALS,0.19918379234182212,"Ticker
APD    0.024946
dtype: float64","Ticker
APD    0.262719
dtype: float64"
2022-11-30,ALB,MATERIALS,0.007069341757749816,"Ticker
ALB   -0.01055
dtype: float64","Ticker
ALB    0.527728
dtype: float64"
2022-12-31,BMRN,PHARMA,0.08506211767840846,"Ticker
BMRN   -0.136475
dtype: float64","Ticker
BMRN    0.355326
dtype: float64"
2022-12-31,NBIX,PHARMA,0.1781263812897888,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2022-12-31,BIIB,PHARMA,0.03378571294600322,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2022-12-31,AXON,DEFENSE,0.0654554479470953,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2022-12-31,XYL,INDUSTRIALS,0.027457492424062542,"Ticker
XYL    0.135729
dtype: float64","Ticker
XYL    0.26118
dtype: float64"
2022-12-31,CROX,CONSUMER_DISCRETIONARY,0.0009234696740614218,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2022-12-31,DECK,CONSUMER_DISCRETIONARY,0.0907478961887273,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2022-12-31,CPB,CONSUMER_STAPLES,0.2999999999976005,"Ticker
CPB   -0.060124
dtype: float64","Ticker
CPB    0.229926
dtype: float64"
2022-12-31,APD,MATERIALS,0.21844148185448178,"Ticker
APD    0.024946
dtype: float64","Ticker
APD    0.262719
dtype: float64"
2023-01-31,NTNX,TECH,0.0011203406028465594,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-01-31,BMRN,PHARMA,0.15249023554333552,"Ticker
BMRN   -0.136475
dtype: float64","Ticker
BMRN    0.355326
dtype: float64"
2023-01-31,NBIX,PHARMA,0.057493039494762505,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2023-01-31,BIIB,PHARMA,0.015700154447282014,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2023-01-31,AXON,DEFENSE,0.2880039228031883,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2023-01-31,CROX,CONSUMER_DISCRETIONARY,0.08175988850232466,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2023-01-31,DKS,CONSUMER_DISCRETIONARY,0.08124767969836091,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2023-01-31,DECK,CONSUMER_DISCRETIONARY,0.022184738908004285,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-01-31,SJM,CONSUMER_STAPLES,0.3000000000000104,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2023-02-28,NTNX,TECH,0.10983075426642573,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-02-28,BMRN,PHARMA,0.01433478120609066,"Ticker
BMRN   -0.136475
dtype: float64","Ticker
BMRN    0.355326
dtype: float64"
2023-02-28,REGN,PHARMA,0.04136579814683383,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2023-02-28,AXON,DEFENSE,0.300000000000075,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2023-02-28,LECO,INDUSTRIALS,0.10205842847947791,"Ticker
LECO    0.21408
dtype: float64","Ticker
LECO    0.262663
dtype: float64"
2023-02-28,CROX,CONSUMER_DISCRETIONARY,0.05812558918852467,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2023-02-28,DKS,CONSUMER_DISCRETIONARY,0.03730404895594366,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2023-02-28,SJM,CONSUMER_STAPLES,0.2692119817232637,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2023-02-28,GIS,CONSUMER_STAPLES,0.03078801828394846,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2023-02-28,NUE,MATERIALS,0.03698059975201047,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2023-03-31,NTNX,TECH,0.0888248138389619,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-03-31,REGN,PHARMA,0.1341357666929443,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2023-03-31,FANG,ENERGY,0.05593993376409676,"Ticker
FANG    0.311581
dtype: float64","Ticker
FANG    0.460193
dtype: float64"
2023-03-31,AXON,DEFENSE,0.3000000000000084,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2023-03-31,LECO,INDUSTRIALS,0.045303498911582904,"Ticker
LECO    0.21408
dtype: float64","Ticker
LECO    0.262663
dtype: float64"
2023-03-31,CROX,CONSUMER_DISCRETIONARY,0.020514360468525103,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2023-03-31,DKS,CONSUMER_DISCRETIONARY,0.03301807119578965,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2023-03-31,DECK,CONSUMER_DISCRETIONARY,0.022263555127950762,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-03-31,SJM,CONSUMER_STAPLES,0.2999999999999151,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2023-04-30,NTNX,TECH,0.05710458263056224,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-04-30,REGN,PHARMA,0.12507780901471197,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2023-04-30,BIIB,PHARMA,0.034709715268098594,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2023-04-30,AXON,DEFENSE,0.26873939430631555,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2023-04-30,CROX,CONSUMER_DISCRETIONARY,0.038049840095522515,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2023-04-30,DECK,CONSUMER_DISCRETIONARY,0.17631865868385674,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-04-30,SJM,CONSUMER_STAPLES,0.16214220310437993,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2023-04-30,GIS,CONSUMER_STAPLES,0.137857796896948,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2023-05-31,SNPS,TECH,0.04959341565517137,"Ticker
SNPS    0.253943
dtype: float64","Ticker
SNPS    0.35592
dtype: float64"
2023-05-31,FTNT,TECH,0.010425006343939511,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2023-05-31,NTNX,TECH,0.06124941987917915,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-05-31,BIIB,PHARMA,0.07676074216038731,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2023-05-31,AXON,DEFENSE,0.24572734662016207,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2023-05-31,DECK,CONSUMER_DISCRETIONARY,0.15016574753577183,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-05-31,PVH,CONSUMER_DISCRETIONARY,0.046110443381890825,"Ticker
PVH    0.072398
dtype: float64","Ticker
PVH    0.488041
dtype: float64"
2023-05-31,SKX,CONSUMER_DISCRETIONARY,0.05996787842335347,"Ticker
SKX    0.163586
dtype: float64","Ticker
SKX    0.398741
dtype: float64"
2023-05-31,CHD,CONSUMER_STAPLES,0.3000000000002413,"Ticker
CHD    0.004064
dtype: float64","Ticker
CHD    0.200843
dtype: float64"
2023-06-30,CDNS,TECH,0.02981440692068974,"Ticker
CDNS    0.262662
dtype: float64","Ticker
CDNS    0.356003
dtype: float64"
2023-06-30,VRTX,PHARMA,0.012156088711306537,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2023-06-30,TDG,DEFENSE,0.21195436370165677,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2023-06-30,AXON,DEFENSE,0.08804563629934346,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2023-06-30,LECO,INDUSTRIALS,0.20772385303885765,"Ticker
LECO    0.21408
dtype: float64","Ticker
LECO    0.262663
dtype: float64"
2023-06-30,DECK,CONSUMER_DISCRETIONARY,0.05304984706646917,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-06-30,SKX,CONSUMER_DISCRETIONARY,0.09725580426575571,"Ticker
SKX    0.163586
dtype: float64","Ticker
SKX    0.398741
dtype: float64"
2023-06-30,CHD,CONSUMER_STAPLES,0.30000000002410954,"Ticker
CHD    0.004064
dtype: float64","Ticker
CHD    0.200843
dtype: float64"
2023-07-31,CDNS,TECH,0.04937304620350977,"Ticker
CDNS    0.262662
dtype: float64","Ticker
CDNS    0.356003
dtype: float64"
2023-07-31,FTNT,TECH,0.10573120064870405,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2023-07-31,TDG,DEFENSE,0.08112341792590473,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2023-07-31,KTOS,DEFENSE,0.13416291245728604,"Ticker
KTOS    0.285773
dtype: float64","Ticker
KTOS    0.465002
dtype: float64"
2023-07-31,PNR,INDUSTRIALS,0.05217073437835978,"Ticker
PNR    0.199863
dtype: float64","Ticker
PNR    0.283657
dtype: float64"
2023-07-31,DECK,CONSUMER_DISCRETIONARY,0.22936201263081488,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-07-31,PVH,CONSUMER_DISCRETIONARY,0.023260043511156264,"Ticker
PVH    0.072398
dtype: float64","Ticker
PVH    0.488041
dtype: float64"
2023-07-31,SKX,CONSUMER_DISCRETIONARY,0.02613269366611987,"Ticker
SKX    0.163586
dtype: float64","Ticker
SKX    0.398741
dtype: float64"
2023-07-31,CHD,CONSUMER_STAPLES,0.2986839385799989,"Ticker
CHD    0.004064
dtype: float64","Ticker
CHD    0.200843
dtype: float64"
2023-08-31,CDNS,TECH,0.13756821746352046,"Ticker
CDNS    0.262662
dtype: float64","Ticker
CDNS    0.356003
dtype: float64"
2023-08-31,FTNT,TECH,0.03386903286432519,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2023-08-31,ON,TECH,0.008190211454492039,"Ticker
ON    0.184767
dtype: float64","Ticker
ON    0.518835
dtype: float64"
2023-08-31,REGN,PHARMA,0.029939588409921877,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2023-08-31,TDG,DEFENSE,0.1145578367562209,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2023-08-31,KTOS,DEFENSE,0.1350758695743131,"Ticker
KTOS    0.285773
dtype: float64","Ticker
KTOS    0.465002
dtype: float64"
2023-08-31,BWXT,DEFENSE,0.02702417230413076,"Ticker
BWXT    0.260323
dtype: float64","Ticker
BWXT    0.294112
dtype: float64"
2023-08-31,AXON,DEFENSE,0.0233421213650809,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2023-08-31,PNR,INDUSTRIALS,0.07905960097343895,"Ticker
PNR    0.199863
dtype: float64","Ticker
PNR    0.283657
dtype: float64"
2023-08-31,DECK,CONSUMER_DISCRETIONARY,0.13567865647591107,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-08-31,CHD,CONSUMER_STAPLES,0.27569469235617877,"Ticker
CHD    0.004064
dtype: float64","Ticker
CHD    0.200843
dtype: float64"
2023-09-30,SNPS,TECH,0.15403312366064348,"Ticker
SNPS    0.253943
dtype: float64","Ticker
SNPS    0.35592
dtype: float64"
2023-09-30,FTNT,TECH,0.04941941052711982,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2023-09-30,NTNX,TECH,0.042628076985896594,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-09-30,INSM,PHARMA,0.03266012114982341,"Ticker
INSM    0.358294
dtype: float64","Ticker
INSM    0.73158
dtype: float64"
2023-09-30,REGN,PHARMA,0.07617753666987528,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2023-09-30,EQT,ENERGY,0.006378294110018791,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2023-09-30,KTOS,DEFENSE,0.059579246843524,"Ticker
KTOS    0.285773
dtype: float64","Ticker
KTOS    0.465002
dtype: float64"
2023-09-30,BWXT,DEFENSE,0.18730020705253475,"Ticker
BWXT    0.260323
dtype: float64","Ticker
BWXT    0.294112
dtype: float64"
2023-09-30,AVAV,DEFENSE,0.05312054610334066,"Ticker
AVAV    0.247544
dtype: float64","Ticker
AVAV    0.524691
dtype: float64"
2023-09-30,DECK,CONSUMER_DISCRETIONARY,0.0679401189477381,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-09-30,CHD,CONSUMER_STAPLES,0.2707633179430764,"Ticker
CHD    0.004064
dtype: float64","Ticker
CHD    0.200843
dtype: float64"
2023-10-31,SNPS,TECH,0.11339132908747111,"Ticker
SNPS    0.253943
dtype: float64","Ticker
SNPS    0.35592
dtype: float64"
2023-10-31,NTNX,TECH,0.03774238743188227,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-10-31,INSM,PHARMA,0.047668308624431964,"Ticker
INSM    0.358294
dtype: float64","Ticker
INSM    0.73158
dtype: float64"
2023-10-31,VRTX,PHARMA,0.24777306839101088,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2023-10-31,SM,ENERGY,0.01512768970683949,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2023-10-31,EQT,ENERGY,0.0437395844932854,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2023-10-31,KTOS,DEFENSE,0.07924273118943197,"Ticker
KTOS    0.285773
dtype: float64","Ticker
KTOS    0.465002
dtype: float64"
2023-10-31,BWXT,DEFENSE,0.07472612823707875,"Ticker
BWXT    0.260323
dtype: float64","Ticker
BWXT    0.294112
dtype: float64"
2023-10-31,AVAV,DEFENSE,0.07776208592525123,"Ticker
AVAV    0.247544
dtype: float64","Ticker
AVAV    0.524691
dtype: float64"
2023-10-31,DECK,CONSUMER_DISCRETIONARY,0.1637101354015151,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-10-31,CHD,CONSUMER_STAPLES,0.09911655151334499,"Ticker
CHD    0.004064
dtype: float64","Ticker
CHD    0.200843
dtype: float64"
2023-11-30,SNPS,TECH,0.1029871564977779,"Ticker
SNPS    0.253943
dtype: float64","Ticker
SNPS    0.35592
dtype: float64"
2023-11-30,NTNX,TECH,0.08692163342411337,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-11-30,NBIX,PHARMA,0.005493040282887023,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2023-11-30,INSM,PHARMA,0.08808497159625336,"Ticker
INSM    0.358294
dtype: float64","Ticker
INSM    0.73158
dtype: float64"
2023-11-30,AMGN,PHARMA,0.11397344035099004,"Ticker
AMGN    0.072347
dtype: float64","Ticker
AMGN    0.234188
dtype: float64"
2023-11-30,SM,ENERGY,0.02447040096393845,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2023-11-30,EQT,ENERGY,0.030012954352328782,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2023-11-30,TDG,DEFENSE,0.14728223534066445,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2023-11-30,BWXT,DEFENSE,0.011158844971490826,"Ticker
BWXT    0.260323
dtype: float64","Ticker
BWXT    0.294112
dtype: float64"
2023-11-30,AVAV,DEFENSE,0.09517354643604486,"Ticker
AVAV    0.247544
dtype: float64","Ticker
AVAV    0.524691
dtype: float64"
2023-11-30,DECK,CONSUMER_DISCRETIONARY,0.11288092231452335,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2023-11-30,CHD,CONSUMER_STAPLES,0.14951128456342952,"Ticker
CHD    0.004064
dtype: float64","Ticker
CHD    0.200843
dtype: float64"
2023-11-30,MLM,MATERIALS,0.03204956890646575,"Ticker
MLM    0.239425
dtype: float64","Ticker
MLM    0.277983
dtype: float64"
2023-12-31,SNPS,TECH,0.0388463273809038,"Ticker
SNPS    0.253943
dtype: float64","Ticker
SNPS    0.35592
dtype: float64"
2023-12-31,NTNX,TECH,0.17538203826137602,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2023-12-31,NBIX,PHARMA,0.04229969134919027,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
